-1,Buffy Summers,undefined
-1,Buffy Summers,Angel
-1,Buffy Summers,Riley Finn
-1,Buffy Summers,Jonathan Levinson
-1,Buffy Summers,Andrew Wells
-1,Buffy Summers,Faith Lehane
-1,Buffy Summers,Spike
-1,Buffy Summers,Jenny Calendar
-1,Buffy Summers,Principal Robin Wood
-1,Buffy Summers,Wesley Wyndam-Pryce
-1,Buffy Summers,Willy the Snitch
-1,Buffy Summers,Principal Bob Flutie
-1,Buffy Summers,Dracula
-2,Buffy Summers,The Master
-2,Buffy Summers,Amy Madison
-2,Buffy Summers,Collin
-2,Buffy Summers,Darla
-2,Buffy Summers,Harmony
-2,Buffy Summers,Mr. Trick
-2,Buffy Summers,Lilah Morgan
-2,Buffy Summers,Lindsey McDonald
-2,Buffy Summers,Daniel Holtz
-2,Buffy Summers,Eve
-2,Buffy Summers,Holland Manners
-1,Buffy Summers,Angel
-1,Buffy Summers,Riley Finn
-1,Buffy Summers,Jonathan Levinson
-1,Buffy Summers,Andrew Wells
-1,Buffy Summers,Faith Lehane
-1,Buffy Summers,Spike
-1,Buffy Summers,Jenny Calendar
-1,Buffy Summers,Principal Robin Wood
-1,Buffy Summers,Wesley Wyndam-Pryce
-1,Buffy Summers,Willy the Snitch
-1,Buffy Summers,Principal Bob Flutie
-1,Buffy Summers,Dracula
-1,Buffy Summers,Angel
-1,Buffy Summers,Riley Finn
-1,Buffy Summers,Jonathan Levinson
-1,Buffy Summers,Andrew Wells
-1,Buffy Summers,Faith Lehane
-1,Buffy Summers,Spike
-1,Buffy Summers,Jenny Calendar
-1,Buffy Summers,Principal Robin Wood
-1,Buffy Summers,Wesley Wyndam-Pryce
-1,Buffy Summers,Willy the Snitch
-1,Buffy Summers,Principal Bob Flutie
-1,Buffy Summers,Dracula
-1,Buffy Summers,Halfrek
-2,Buffy Summers,Ethan Rayne
-1,Buffy Summers,Angel
-1,Buffy Summers,Riley Finn
-1,Buffy Summers,Jonathan Levinson
-1,Buffy Summers,Andrew Wells
-1,Buffy Summers,Faith Lehane
-1,Buffy Summers,Spike
-1,Buffy Summers,Jenny Calendar
-1,Buffy Summers,Principal Robin Wood
-1,Buffy Summers,Wesley Wyndam-Pryce
-1,Buffy Summers,Willy the Snitch
-1,Buffy Summers,Principal Bob Flutie
-1,Buffy Summers,Dracula
-1,Buffy Summers,Halfrek
-1,Buffy Summers,Spike
-1,Buffy Summers,Spike
-1,Buffy Summers,Riley Finn
-1,Buffy Summers,Riley Finn
-1,Buffy Summers,Jonathan Levinson
-1,Buffy Summers,Andrew Wells
-1,Buffy Summers,Faith Lehane
-1,Buffy Summers,Faith Lehane
-1,Buffy Summers,Jenny Calendar
-1,Buffy Summers,Principal Robin Wood
-1,Buffy Summers,Wesley Wyndam-Pryce
-1,Buffy Summers,Willy the Snitch
-1,Buffy Summers,Principal Bob Flutie
-1,Buffy Summers,Dracula
-1,Buffy Summers,Dracula
-1,Buffy Summers,Angel
-1,Buffy Summers,Riley Finn
-1,Buffy Summers,Jonathan Levinson
-1,Buffy Summers,Andrew Wells
-1,Buffy Summers,Faith Lehane
-1,Buffy Summers,Spike
-1,Buffy Summers,Jenny Calendar
-1,Buffy Summers,Principal Robin Wood
-1,Buffy Summers,Wesley Wyndam-Pryce
-1,Buffy Summers,Willy the Snitch
-1,Buffy Summers,Principal Bob Flutie
-1,Buffy Summers,Dracula
-1,Buffy Summers,Angel
-1,Buffy Summers,Riley Finn
-1,Buffy Summers,Jonathan Levinson
-1,Buffy Summers,Andrew Wells
-1,Buffy Summers,Faith Lehane
-1,Buffy Summers,Spike
-1,Buffy Summers,Jenny Calendar
-1,Buffy Summers,Principal Robin Wood
-1,Buffy Summers,Wesley Wyndam-Pryce
-1,Buffy Summers,Willy the Snitch
-1,Buffy Summers,Principal Bob Flutie
-1,Buffy Summers,Dracula
-2,Buffy Summers,The Master
-2,Buffy Summers,Amy Madison
-2,Buffy Summers,Collin
-2,Buffy Summers,Darla
-2,Buffy Summers,Harmony
-2,Buffy Summers,Mr. Trick
-2,Buffy Summers,Ethan Rayne
-2,Buffy Summers,Lilah Morgan
-2,Buffy Summers,Lindsey McDonald
-2,Buffy Summers,Holland Manners
-2,The Master, Buffy Summers
-2,Amy Madison, Buffy Summers
-2,Collin, Buffy Summers
-2,Darla, Buffy Summers
-2,Harmony, Buffy Summers
-2,Mr. Trick, Buffy Summers
-2,Ethan Rayne, Buffy Summers
-2,Lilah Morgan, Buffy Summers
-2,Lindsey McDonald, Buffy Summers
-2,Holland Manners, Buffy Summers
2,Xander Harris,Buffy Summers
2,Xander Harris,Willow Rosenberg
2,Xander Harris,Anya
1,Xander Harris,Dawn Summers
1,Xander Harris,Dracula
-1,Xander Harris,Cordelia Chase
-1,Xander Harris,Riley Finn
-1,Xander Harris,Angel
-1,Xander Harris,Spike
-1,Xander Harris,Faith Lehane
-1,Xander Harris,Cordelia Chase
-1,Xander Harris,Riley Finn
-1,Xander Harris,Angel
-1,Xander Harris,Spike
-1,Xander Harris,Faith Lehane
-1,Xander Harris,Spike
-1,Xander Harris,Spike
-1,Xander Harris,Cordelia Chase
-1,Xander Harris,Cordelia Chase
-1,Xander Harris,Riley Finn
-1,Xander Harris,Riley Finn
-1,Xander Harris,Faith Lehane
-1,Xander Harris,Faith Lehane
2,Willow Rosenberg,Buffy Summers
2,Willow Rosenberg,Xander Harris
2,Willow Rosenberg,Tara Maclay
1,Willow Rosenberg,Rupert Giles
1,Willow Rosenberg,Oz
-2,Willow Rosenberg,Amy Madison
1,Rupert Giles,Buffy Summers
1,Rupert Giles,Willow Rosenberg
2,Rupert Giles,Jenny Calendar
-2,Rupert Giles,Ethan Rayne
1,Rupert Giles,Faith Lehane
-1,Spike,Buffy Summers
-1,Spike,Buffy Summers
-1,Spike,Buffy Summers
-1,Spike,Buffy Summers
-1,Spike,Buffy Summers
-1,Spike,Buffy Summers
-1,Spike,Buffy Summers
-1,Spike,Buffy Summers
-1,Spike,Buffy Summers
-1,Spike,Buffy Summers
-1,Spike,Xander Harris
-1,Spike,Xander Harris
2,Spike,Drusilla
1,Spike,Joyce Summers
-1,Spike,Buffy Summers
-1,Spike,Xander Harris
-1,Spike,Angel
-2,Spike,Professor Maggie Walsh
-2,Spike,The Master
-2,Spike,Harmony
-1,Spike,Buffy Summers
-1,Spike,Xander Harris
-1,Spike,Angel
-1,Spike,Buffy Summers
-1,Spike,Buffy Summers
2,Anya,Xander Harris
1,Anya,Halfrek
1,Anya,D'Hoffryn
1,Dawn Summers,Buffy Summers
1,Dawn Summers,Xander Harris
1,Dawn Summers,Joyce Summers
-2,Dawn Summers,Glory
-1,Angel,Buffy Summers
-1,Angel,Buffy Summers
-1,Angel,Buffy Summers
-1,Angel,Buffy Summers
-1,Angel,Buffy Summers
-1,Angel,Buffy Summers
-1,Angel,Buffy Summers
-1,Angel,Buffy Summers
-1,Angel,Buffy Summers
-1,Angel,Buffy Summers
-1,Angel,Xander Harris
-1,Angel,Xander Harris
-1,Angel,Spike
-1,Angel,Spike
2,Angel,Cordelia Chase
1,Angel,Faith Lehane
1,Angel,Wesley Wyndam-Pryce
2,Angel,Connor
-1,Angel,Buffy Summers
1,Angel,Detective Kate Lockley
-1,Angel,Buffy Summers
-2,Angel,Skip
1,Joyce Summers,Buffy Summers
1,Joyce Summers,Spike
1,Joyce Summers,Dawn Summers
-1,Cordelia Chase,Xander Harris
-1,Cordelia Chase,Xander Harris
2,Cordelia Chase,Angel
2,Cordelia Chase,The Groosalugg
1,Cordelia Chase,Winifred Burkle
1,Cordelia Chase,Lorne
1,Cordelia Chase,Charles Gunn
1,Cordelia Chase,Wesley Wyndam-Pryce
-1,Cordelia Chase,Xander Harris
-1,Cordelia Chase,Harmony
-1,Cordelia Chase,Xander Harris
-1,Cordelia Chase,Harmony
-1,Cordelia Chase,Harmony
2,Tara Maclay,Willow Rosenberg
-1,Riley Finn,Buffy Summers
-1,Riley Finn,Buffy Summers
-1,Riley Finn,Buffy Summers
-1,Riley Finn,Buffy Summers
-1,Riley Finn,Buffy Summers
-1,Riley Finn,Buffy Summers
-1,Riley Finn,Buffy Summers
-1,Riley Finn,Buffy Summers
-1,Riley Finn,Buffy Summers
-1,Riley Finn,Buffy Summers
-1,Riley Finn,Xander Harris
-1,Riley Finn,Xander Harris
2,Riley Finn,Graham Miller
-1,Riley Finn,Buffy Summers
-1,Riley Finn,Xander Harris
-2,Riley Finn,Professor Maggie Walsh
-2,Riley Finn,Adam The Cyborg
-1,Riley Finn,Buffy Summers
-1,Riley Finn,Xander Harris
-1,Riley Finn,Buffy Summers
-1,Riley Finn,Buffy Summers
-1,Jonathan Levinson,Buffy Summers
-1,Jonathan Levinson,Buffy Summers
-1,Jonathan Levinson,Buffy Summers
-1,Jonathan Levinson,Buffy Summers
-1,Jonathan Levinson,Buffy Summers
-1,Jonathan Levinson,Buffy Summers
-1,Jonathan Levinson,Buffy Summers
-1,Jonathan Levinson,Buffy Summers
-1,Jonathan Levinson,Buffy Summers
-1,Jonathan Levinson,Buffy Summers
2,Jonathan Levinson,Andrew Wells
2,Jonathan Levinson,Warren Meers
-1,Jonathan Levinson,Buffy Summers
-1,Jonathan Levinson,Buffy Summers
-1,Jonathan Levinson,Buffy Summers
-1,Andrew Wells,Buffy Summers
-1,Andrew Wells,Buffy Summers
-1,Andrew Wells,Buffy Summers
-1,Andrew Wells,Buffy Summers
-1,Andrew Wells,Buffy Summers
-1,Andrew Wells,Buffy Summers
-1,Andrew Wells,Buffy Summers
-1,Andrew Wells,Buffy Summers
-1,Andrew Wells,Buffy Summers
-1,Andrew Wells,Buffy Summers
2,Andrew Wells,Jonathan Levinson
-1,Andrew Wells,Buffy Summers
-1,Andrew Wells,Buffy Summers
-1,Andrew Wells,Buffy Summers
-1,Faith Lehane,Buffy Summers
-1,Faith Lehane,Buffy Summers
-1,Faith Lehane,Buffy Summers
-1,Faith Lehane,Buffy Summers
-1,Faith Lehane,Buffy Summers
-1,Faith Lehane,Buffy Summers
-1,Faith Lehane,Buffy Summers
-1,Faith Lehane,Buffy Summers
-1,Faith Lehane,Buffy Summers
-1,Faith Lehane,Buffy Summers
-1,Faith Lehane,Xander Harris
-1,Faith Lehane,Xander Harris
2,Faith Lehane,Principal Robin Wood
1,Faith Lehane,Angel
1,Faith Lehane,Rupert Giles
-1,Faith Lehane,Buffy Summers
-1,Faith Lehane,Xander Harris
-2,Faith Lehane,Mayor Richard Wilkins
-1,Faith Lehane,Buffy Summers
-1,Faith Lehane,Xander Harris
-1,Faith Lehane,Buffy Summers
-1,Faith Lehane,Buffy Summers
-2,Principal Snyder,Buffy Summers
-2,Drusilla,Buffy Summers
2,Drusilla,Spike
1,Drusilla,Darla
-2,Drusilla,Slayer Kennedy
-2,Warren Meers,Buffy Summers
2,Warren Meers,Jonathan Levinson
2,Warren Meers,Amy Madison
-1,Jenny Calendar,Buffy Summers
-1,Jenny Calendar,Buffy Summers
-1,Jenny Calendar,Buffy Summers
-1,Jenny Calendar,Buffy Summers
-1,Jenny Calendar,Buffy Summers
-1,Jenny Calendar,Buffy Summers
-1,Jenny Calendar,Buffy Summers
-1,Jenny Calendar,Buffy Summers
-1,Jenny Calendar,Buffy Summers
2,Jenny Calendar,Rupert Giles
-1,Jenny Calendar,Buffy Summers
-1,Jenny Calendar,Buffy Summers
-1,Jenny Calendar,Buffy Summers
-2,Mayor Richard Wilkins,Buffy Summers
-2,Mayor Richard Wilkins,Faith Lehane
-1,Principal Robin Wood,Buffy Summers
-1,Principal Robin Wood,Buffy Summers
-1,Principal Robin Wood,Buffy Summers
-1,Principal Robin Wood,Buffy Summers
-1,Principal Robin Wood,Buffy Summers
-1,Principal Robin Wood,Buffy Summers
-1,Principal Robin Wood,Buffy Summers
2,Principal Robin Wood,Faith Lehane
-1,Principal Robin Wood,Buffy Summers
-1,Principal Robin Wood,Buffy Summers
-1,Principal Robin Wood,Buffy Summers
-2,Glory,Buffy Summers
-2,Glory,Dawn Summers
2,Slayer Kennedy,Slayer Amanda
2,Slayer Kennedy,Slayer Rona
2,Slayer Kennedy,Slayer Kendra
2,Slayer Kennedy,Slayer Kennedy
2,Slayer Kennedy,Slayer Kennedy
2,Slayer Kennedy,Devon MacLeish
-2,Slayer Kennedy,Dracula
-2,Slayer Kennedy,Mr. Trick
-2,Slayer Kennedy,The Master
-2,Slayer Kennedy,Darla
-2,Slayer Kennedy,Harmony
-2,Slayer Kennedy,Drusilla
2,Slayer Kennedy,Slayer Vi
2,Graham Miller,Riley Finn
-2,Graham Miller,Professor Maggie Walsh
-2,Graham Miller,Adam The Cyborg
2,Slayer Amanda,Slayer Kennedy
-1,Wesley Wyndam-Pryce,Buffy Summers
-1,Wesley Wyndam-Pryce,Buffy Summers
-1,Wesley Wyndam-Pryce,Buffy Summers
-1,Wesley Wyndam-Pryce,Buffy Summers
-1,Wesley Wyndam-Pryce,Buffy Summers
-1,Wesley Wyndam-Pryce,Buffy Summers
-1,Wesley Wyndam-Pryce,Buffy Summers
1,Wesley Wyndam-Pryce,Cordelia Chase
2,Wesley Wyndam-Pryce,Winifred Burkle
1,Wesley Wyndam-Pryce,Charles Gunn
1,Wesley Wyndam-Pryce,Angel
-1,Wesley Wyndam-Pryce,Buffy Summers
-2,Wesley Wyndam-Pryce,Daniel Holtz
1,Wesley Wyndam-Pryce,Connor
-1,Wesley Wyndam-Pryce,Buffy Summers
1,Wesley Wyndam-Pryce,Detective Kate Lockley
-1,Wesley Wyndam-Pryce,Buffy Summers
-2,Adam The Cyborg,Buffy Summers
-2,Adam The Cyborg,Riley Finn
-2,Adam The Cyborg,Graham Miller
2,Adam The Cyborg,Professor Maggie Walsh
-2,Professor Maggie Walsh,Buffy Summers
-2,Professor Maggie Walsh,Spike
-2,Professor Maggie Walsh,Riley Finn
-2,Professor Maggie Walsh,Graham Miller
2,Professor Maggie Walsh,Adam The Cyborg
-2,The Master,Buffy Summers
-2,The Master,Spike
-2,The Master,Slayer Kennedy
2,The Master,Darla
2,The Master,Collin
-2,Amy Madison,Buffy Summers
-2,Amy Madison,Willow Rosenberg
2,Amy Madison,Warren Meers
2,Slayer Rona,Slayer Kennedy
2,Clem,Harmony
2,Slayer Vi,Slayer Kennedy
-1,Halfrek,Buffy Summers
-1,Halfrek,Buffy Summers
1,Halfrek,Anya
1,Halfrek,D'Hoffryn
-2,Collin,Buffy Summers
2,Collin,The Master
-2,Darla,Buffy Summers
1,Darla,Drusilla
-2,Darla,Slayer Kennedy
2,Darla,The Master
-2,Harmony,Buffy Summers
-2,Harmony,Spike
-1,Harmony,Cordelia Chase
-1,Harmony,Cordelia Chase
-2,Harmony,Slayer Kennedy
2,Harmony,Clem
-1,Harmony,Cordelia Chase
1,Oz,Willow Rosenberg
-2,Mr. Trick,Buffy Summers
-2,Mr. Trick,Slayer Kennedy
-1,Willy the Snitch,Buffy Summers
-1,Willy the Snitch,Buffy Summers
-1,Willy the Snitch,Buffy Summers
-1,Willy the Snitch,Buffy Summers
-1,Willy the Snitch,Buffy Summers
-1,Willy the Snitch,Buffy Summers
-1,Willy the Snitch,Buffy Summers
-1,Willy the Snitch,Buffy Summers
-1,Willy the Snitch,Detective Kate Lockley
-1,Willy the Snitch,Buffy Summers
-1,Principal Bob Flutie,Buffy Summers
-1,Principal Bob Flutie,Buffy Summers
-1,Principal Bob Flutie,Buffy Summers
-1,Principal Bob Flutie,Buffy Summers
-1,Principal Bob Flutie,Buffy Summers
-1,Principal Bob Flutie,Buffy Summers
-1,Principal Bob Flutie,Buffy Summers
-1,Principal Bob Flutie,Buffy Summers
-1,Principal Bob Flutie,Buffy Summers
-2,Ethan Rayne,Buffy Summers
-2,Ethan Rayne,Rupert Giles
1,D'Hoffryn,Anya
1,D'Hoffryn,Halfrek
2,Slayer Kendra,Slayer Kennedy
-1,Dracula,Buffy Summers
-1,Dracula,Buffy Summers
-1,Dracula,Buffy Summers
-1,Dracula,Buffy Summers
-1,Dracula,Buffy Summers
-1,Dracula,Buffy Summers
1,Dracula,Xander Harris
-2,Dracula,Slayer Kennedy
-1,Dracula,Buffy Summers
-1,Dracula,Buffy Summers
-1,Dracula,Buffy Summers
-1,Dracula,Buffy Summers
1,Charles Gunn,Cordelia Chase
1,Charles Gunn,Wesley Wyndam-Pryce
1,Charles Gunn,Connor
1,Charles Gunn,Detective Kate Lockley
1,Lorne,Cordelia Chase
2,Lorne,Winifred Burkle
1,Winifred Burkle,Cordelia Chase
2,Winifred Burkle,Wesley Wyndam-Pryce
2,Winifred Burkle,Lorne
1,Winifred Burkle,Connor
1,Winifred Burkle,Detective Kate Lockley
-2,Lilah Morgan,Buffy Summers
2,Lilah Morgan,Lindsey McDonald
2,Lilah Morgan,Holland Manners
2,Connor,Angel
1,Connor,Winifred Burkle
1,Connor,Charles Gunn
1,Connor,Wesley Wyndam-Pryce
-2,Lindsey McDonald,Buffy Summers
2,Lindsey McDonald,Lilah Morgan
2,Lindsey McDonald,Holland Manners
2,Lindsey McDonald,Eve
1,Detective Kate Lockley,Angel
1,Detective Kate Lockley,Charles Gunn
1,Detective Kate Lockley,Winifred Burkle
1,Detective Kate Lockley,Wesley Wyndam-Pryce
-1,Detective Kate Lockley,Willy the Snitch
-2,Daniel Holtz,Buffy Summers
-2,Daniel Holtz,Wesley Wyndam-Pryce
-2,Eve,Buffy Summers
2,Eve,Lindsey McDonald
2,The Groosalugg,Cordelia Chase
-2,Holland Manners,Buffy Summers
2,Holland Manners,Lilah Morgan
2,Holland Manners,Lindsey McDonald
-2,Skip,Angel
